variant,seat_count,hand,winnings
400,6,4d5d,3408.38
1000,6,7d6d,3407.85
400,9,9hQh,3406.07
200,6,JcKd,3405.67
600,9,AcQh,3405.4
200,9,KdAd,3405.39
25,9,9c9s,3405.02
25,6,9d9c,3403.55
1000,9,AhJd,3402.92
400,6,8s4s,3402.57
1000,9,7h9h,3401.83
200,6,8h7h,3401.52
200,6,TdKh,3400.58
25,6,6c6h,3400.51
1000,9,Ad8d,3394.75
1000,6,8dQd,3394.1
1000,9,KsQd,3393.29
600,6,AcTd,3392.63
25,6,KsAd,3391.48
1000,6,6hKc,3390.76
600,6,JsTh,3390.29
1000,6,Ah7d,3386.94
1000,9,Th9c,3386.5
1000,9,7sTs,3381.5
400,9,5s6s,3380.1
200,6,JdAs,3379.03
1000,9,QcKs,3378.4
1000,9,7h6s,3378.13
25,6,QdAd,3375.9
600,6,9dTd,3373.27
400,6,Qh5h,3373.26
1000,9,Qd7d,3373.25
1000,9,Ac6s,3371.25
25,9,KcAh,3370.15
25,6,AsKc,3369.99
600,9,JcAd,3369.95
1000,6,Ad9h,3366.92
600,9,8hJh,3363.65
1000,6,8c7c,3363.33
600,6,9cKc,3361.12
25,6,7h7c,3360.85
400,6,7s4s,3360.39
1000,9,TdJd,3360.15
400,9,TsAc,3356.21
200,6,AsJd,3355.7
600,6,AsTc,3355.21
600,9,4cAc,3355.15
25,6,QhAh,3351.84
1000,9,ThQh,3350.14
1000,6,8hTs,3349.45
25,9,8h8c,3348.94
400,9,4d4s,3348.21
50,6,KsAs,3347.99
600,6,KhJc,3345.0
200,9,QdAs,3343.9
100,6,AcAs,3343.9
1000,6,6c7h,3340.11
1000,9,9s9d,3340.0
400,9,KcQd,3339.4
200,6,KhQh,3339.11
400,6,6cTc,3337.73
200,9,QhAs,3335.62
1000,9,Ks4s,3335.56
600,6,4c5c,3333.1
400,6,5dQd,3333.08
1000,9,TdAs,3330.6
200,6,TdAs,3329.25
400,6,6d7c,3326.44
1000,9,AsJs,3325.95
600,9,JhQs,3325.1
600,6,3d5d,3323.27
1000,6,8s9h,3322.73
1000,6,3s5s,3322.32
400,6,4d3d,3320.68
1000,9,KsTd,3317.7
400,6,5s6d,3317.32
1000,6,3d2d,3315.2
200,6,Ad4d,3313.83
1000,6,4s7s,3312.8
1000,9,QsKs,3311.44
200,6,8dTd,3309.9
25,9,AhKd,3309.85
600,9,3d3h,3309.7
1000,6,TcKs,3307.65
400,9,6h5h,3306.0
1000,6,QhTc,3305.56
400,9,Qc9h,3305.5
400,6,6h9h,3305.28
25,9,AcQc,3305.24
400,6,5s3s,3304.35
1000,9,TdKd,3301.05
600,9,Ac3c,3300.95
1000,6,Qd4s,3300.5
200,6,Jc9c,3300.17
200,6,QhKc,3299.58
600,6,2hAh,3298.05
1000,9,TsKd,3297.0
400,6,KhTd,3295.64
25,6,7s7d,3295.32
1000,9,4d6d,3295.25
400,9,8hKh,3292.75
25,6,7d7c,3292.73
600,9,TdKc,3292.6
50,6,ThTd,3290.55
200,6,KsTs,3289.78
100,6,KdKs,3289.46
1000,9,Kh8d,3288.55
600,9,JhKs,3287.25
400,9,AsJs,3286.77
200,9,QcAc,3286.7
200,6,QdAs,3286.43
200,9,KdAc,3286.0
1000,9,QcKc,3285.9
100,6,AhAc,3284.63
25,6,8d8s,3281.91
1000,6,Js4s,3281.9
25,6,7h7d,3281.52
200,6,QhJc,3281.23
1000,9,4c7c,3281.2
400,6,TdKs,3281.14
200,6,Js9s,3279.5
200,6,Kc7c,3278.1
600,9,AhJh,3277.5
400,6,9cTs,3275.77
25,6,6c6d,3274.61
200,9,6d6s,3271.62
1000,9,8c7c,3270.58
600,9,2d2c,3268.45
400,9,9d7d,3268.27
1000,9,8dTd,3266.0
400,6,4d6d,3265.83
1000,6,2cAs,3264.19
200,6,JhAs,3264.1
25,9,8h8s,3263.11
25,9,8c8h,3263.08
1000,9,As7c,3261.85
600,9,AdQc,3259.35
400,6,Ks9c,3259.15
200,6,9sTd,3258.25
200,6,6s6d,3258.02
600,6,7cAd,3256.05
200,6,6s6c,3255.59
200,6,2s2d,3255.52
400,9,AsTd,3255.29
1000,6,4s3d,3254.1
1000,9,5cKc,3253.5
200,6,8hJh,3252.97
1000,6,2d5d,3250.7
25,9,8s8h,3250.35
200,6,Ac4c,3248.45
25,6,AdKs,3247.17
400,6,Jd8d,3246.71
1000,9,Ah3c,3246.2
1000,6,8d6s,3245.0
1000,6,Qh8d,3243.55
400,6,9s8d,3241.57
1000,6,Jh9d,3241.11
1000,6,7dQh,3240.5
200,9,AhKd,3238.45
200,9,6c6s,3237.43
200,6,Ad5d,3236.44
200,6,9s8s,3236.1
25,6,JsAs,3234.02
25,6,KdQd,3233.93
400,6,Th9d,3233.89
50,6,7h7d,3233.35
200,6,AdQc,3233.3
600,6,7cAc,3231.33
25,6,KsAc,3231.2
25,6,JcAc,3230.08
50,6,TsTd,3228.87
400,6,8d9s,3228.6
25,9,8h8d,3228.22
25,9,8d8h,3226.49
25,6,AsKh,3225.46
1000,6,3d5c,3224.5
1000,9,6d9d,3224.25
25,6,7h7s,3223.32
25,6,6h6s,3223.11
1000,6,Kh9d,3222.17
600,6,JhTc,3220.72
200,6,KdJh,3219.3
25,6,KcAh,3219.18
50,6,QdQs,3217.38
200,6,5s6s,3217.05
25,9,8s8c,3215.83
25,9,AcKh,3215.12
25,6,QsAs,3213.63
600,9,5sAs,3212.43
25,6,8s8d,3211.67
100,6,KhKc,3209.71
600,6,2cAc,3207.02
1000,9,AcTs,3203.37
50,9,KsKd,3203.01
600,6,8d6d,3201.63
200,6,Ad3d,3201.35
400,6,QcTd,3200.38
25,6,8h8c,3199.56
1000,6,3dTd,3198.5
200,9,5d5s,3198.1
600,9,3sAs,3197.55
25,6,QsAh,3197.51
50,9,QcQd,3197.3
1000,6,Ah3c,3197.0
400,6,4h8h,3196.4
50,6,KdAc,3196.25
1000,9,KsJh,3194.91
200,9,7c7d,3192.61
600,6,4d4h,3192.56
600,6,Kc9h,3192.49
1000,6,6h4c,3192.25
25,9,7d7s,3190.04
600,6,ThJs,3189.16
25,6,AdKh,3189.09
600,6,2hKh,3187.31
600,6,4c4h,3184.64
1000,6,9sJc,3184.5
1000,9,5d4d,3183.05
600,6,7c5c,3180.33
1000,9,KhQs,3180.1
400,6,TcQh,3179.77
600,6,Ac4s,3179.44
400,6,4dKd,3177.92
600,6,As8d,3177.34
1000,6,Ac5d,3177.32
200,9,7d7h,3177.25
400,9,QdTh,3176.12
400,9,8sAs,3175.45
400,6,QcTh,3174.5
1000,6,5c9d,3172.5
1000,6,Ts6c,3169.45
400,9,8h7d,3169.28
200,9,QsAh,3165.04
1000,6,Jd8s,3163.97
200,6,4hAh,3162.78
400,9,QhJc,3162.6
400,9,JhQd,3162.33
1000,6,Kd4d,3161.68
200,9,KhAc,3160.18
1000,6,6cAh,3159.71
200,9,3d3h,3157.22
200,6,8s7s,3155.93
200,6,JsQh,3155.35
25,9,7s7d,3154.87
200,6,TcJd,3154.8
1000,6,Ts6s,3152.69
1000,9,QcAs,3152.03
400,9,8cKc,3152.0
600,9,5sAd,3149.5
1000,6,9dQs,3145.72
1000,6,QhJc,3145.25
400,6,9d8h,3144.68
600,9,QdTh,3143.3
600,6,TsQh,3140.01
25,6,AsKd,3137.88
1000,9,6d2d,3137.0
1000,9,9d7d,3136.74
600,9,KsAd,3132.01
400,6,Qd9d,3129.59
600,9,ThJh,3129.3
1000,9,2sAs,3127.5
1000,9,5c6d,3127.5
25,6,JdAd,3127.23
400,6,2s3s,3123.45
400,9,9c8c,3119.09
600,6,Ks3s,3117.61
400,6,4sAh,3117.05
1000,9,9sAc,3116.0
50,6,9d9s,3112.7
400,9,2c2d,3112.37
200,9,AhKs,3112.26
400,9,6d8d,3112.22
25,9,JsAs,3111.99
400,9,TdKs,3111.74
400,6,5dAs,3110.86
200,6,Ad9h,3108.8
1000,6,Js9s,3107.44
1000,9,Qs6s,3107.25
600,6,TcJh,3106.37
400,9,5s7s,3105.84
1000,6,7hQc,3105.56
1000,6,2sQs,3104.77
50,6,JsJc,3104.28
400,6,Ac8h,3103.23
1000,9,TsAc,3102.7
1000,6,8dKh,3102.65
25,9,KdAh,3101.39
600,6,Ad6s,3101.34
600,9,5h5c,3100.8
600,6,9c8s,3100.74
200,9,QsAd,3099.73
600,9,JcQc,3099.5
600,6,TdKc,3098.46
600,9,JsKh,3098.4
1000,6,4cAh,3097.03
200,6,5c3c,3096.8
25,9,AhJh,3095.39
600,6,7h5h,3094.13
600,9,9hJh,3093.75
400,6,9sAd,3093.63
400,6,8cAs,3093.44
200,6,AdTs,3092.25
25,6,8d8h,3091.95
200,6,Ad2d,3091.73
600,6,7d8d,3089.55
1000,6,Qd6d,3089.25
1000,9,6s5s,3089.1
600,9,Jh9h,3088.85
400,9,8s8c,3087.44
400,9,5hAh,3086.24
200,6,Ah3h,3086.13
1000,9,Kc5c,3085.75
400,6,Kd9h,3083.2
1000,9,KdJh,3083.0
1000,6,Kc4c,3082.59
1000,6,8s7h,3081.8
400,6,8h9c,3081.5
400,6,9c8h,3079.8
600,6,KcTs,3079.02
400,9,JdQh,3078.39
400,6,Ah6d,3077.97
50,6,8h8d,3076.14
400,6,Ad9s,3075.82
400,9,8cJc,3074.8
600,6,Jd9h,3074.29
600,9,QsTh,3073.95
1000,9,ThJs,3073.85
400,6,Kd8d,3069.94
1000,6,7s9h,3068.4
1000,9,QhKd,3068.36
1000,6,Ts8d,3067.8
1000,6,QsTd,3067.57
600,9,9hQh,3066.8
1000,9,TcQs,3066.8
400,6,6s2s,3065.2
400,6,5d3d,3065.17
200,6,JcTh,3064.8
600,6,9sQs,3064.47
400,9,Ks7s,3063.84
600,6,6d9d,3063.13
1000,6,9sAc,3063.05
25,6,7c7h,3061.93
600,6,6s3s,3061.73
200,6,6c5c,3061.38
600,9,AdTs,3060.55
400,9,KcJh,3060.34
1000,6,Ad8h,3059.6
50,6,TcTs,3059.34
400,6,9cAs,3059.22
600,9,6h5h,3059.2
25,6,KcAd,3059.11
1000,6,8s5d,3058.91
1000,9,Ad9s,3058.05
600,6,Ah5d,3057.77
600,9,9cJc,3057.1
600,9,KcQh,3055.35
600,6,TdAh,3055.23
25,9,JcAc,3054.94
400,9,4s3s,3054.9
1000,9,4c4s,3054.55
200,6,9cAc,3053.08
1000,9,6h7h,3052.35
200,9,AhJh,3051.44
400,6,9sQh,3051.01
25,6,7c7s,3050.49
1000,6,5sAc,3044.78
1000,9,7h3s,3044.07
600,6,AhTc,3043.92
400,6,Td4d,3041.89
400,6,8dJd,3041.33
200,6,KcAd,3041.19
25,6,AsJs,3040.98
200,6,AhTc,3039.05
600,6,5h4d,3036.68
200,6,7c8c,3035.9
1000,9,Jh9d,3034.5
50,6,JcJd,3033.24
25,9,7d7h,3032.78
25,6,KsAh,3031.94
25,6,5c5d,3031.71
1000,9,5sJs,3031.68
400,6,6hQh,3031.05
600,6,As6d,3030.6
600,6,8dAc,3030.21
1000,6,TsJh,3030.1
400,6,7sJs,3030.03
600,6,ThJd,3026.79
1000,6,5cAh,3025.9
600,6,6hJh,3024.8
1000,6,Qc4h,3023.35
400,9,6sAs,3022.3
1000,9,JhQd,3021.68
1000,6,6dAc,3021.3
600,6,8cTs,3016.89
25,6,KdAh,3016.86
200,6,8cJc,3016.25
400,9,TcAd,3015.97
25,9,7h7c,3015.85
1000,9,Qs9d,3015.82
600,6,6cAs,3015.2
25,9,AdJd,3014.05
400,9,Qs9s,3013.8
25,6,5h5s,3012.51
200,6,4dAd,3010.13
600,6,Jc9h,3008.7
400,9,7sAs,3006.92
600,9,7hTh,3004.55
200,9,7s7d,3003.35
100,6,AdAc,3003.33
200,6,3cAc,3002.31
25,6,5h5d,3000.98
400,6,Kc9d,3000.82
1000,6,4hKh,3000.5
400,9,Ad9s,2999.73
1000,9,Ts4h,2998.25
600,6,Jd8d,2997.36
1000,6,6hAd,2996.32
600,6,Ac8c,2995.43
400,6,7h4h,2993.53
400,6,9hAs,2993.27
400,6,5sKc,2993.1
25,6,KhAc,2991.5
25,6,AcKs,2988.42
400,6,5hKh,2985.33
25,6,QcAh,2985.13
600,9,QhJd,2984.95
1000,6,Jc3c,2983.95
400,6,6h5h,2983.94
600,6,Th9d,2982.58
400,9,KsJs,2982.19
600,9,AsJh,2981.2
200,9,6h6s,2980.43
600,9,TsAh,2980.0
600,6,QhJh,2979.89
400,9,AsQd,2979.7
400,6,Ks5s,2979.45
25,6,7c7d,2978.6
400,9,Qs7s,2976.73
600,6,Ah3s,2976.08
50,6,8d8s,2975.56
600,6,9sJd,2974.73
600,9,Jh9c,2970.75
400,6,Td8c,2970.48
600,9,KhJc,2969.05
1000,9,JcQs,2968.77
400,9,5cAc,2966.98
400,6,Qc2c,2965.66
200,6,JhQs,2965.33
400,6,9cTd,2961.67
1000,6,3h9h,2960.49
1000,6,8s9d,2960.35
600,6,9dTs,2959.44
400,9,6c8c,2958.78
200,6,KcJs,2957.6
600,9,ThKh,2957.55
1000,9,Tc5c,2955.55
600,6,9dAs,2952.84
1000,6,TdQc,2952.63
400,6,9sKc,2952.41
1000,9,4s7s,2952.25
1000,9,Ac9d,2951.35
200,6,6c7c,2951.04
400,6,2hKh,2950.82
25,6,KhAd,2947.04
1000,6,Tc8s,2946.0
1000,9,8hAs,2945.87
1000,6,7sAd,2945.05
600,6,9cAh,2944.62
25,6,5d5h,2944.39
200,9,5d5h,2943.46
600,6,7h8s,2942.65
200,6,9c8c,2941.74
1000,6,5h2s,2940.0
1000,6,Kh7d,2939.25
600,6,9s4s,2938.7
200,9,2d2h,2938.09
50,6,JhJd,2938.07
200,9,7h7d,2936.25
1000,6,Jc4c,2935.5
25,6,5d5c,2934.36
400,9,JcKh,2934.35
1000,6,8s6c,2933.75
600,6,5hJh,2932.7
400,9,ThKs,2932.29
600,9,4c4h,2929.25
600,6,Kh8s,2928.72
600,9,QdKh,2928.15
200,6,KdTs,2925.93
600,9,7c6c,2925.2
25,6,AhKc,2923.77
200,9,5c5d,2923.47
1000,6,Kh9s,2920.35
400,9,Ad5d,2919.0
400,6,4dJd,2918.91
600,6,Ad9c,2918.45
1000,6,7c9d,2918.15
600,6,TsTh,2917.66
600,6,5d6c,2915.56
400,6,Kh8h,2915.56
600,6,Th6h,2912.4
1000,9,7c6c,2910.67
200,6,9hKh,2910.25
400,9,AsJh,2908.39
400,9,TdQh,2908.29
600,6,9s7s,2907.54
1000,9,6s9s,2906.83
200,6,6cAc,2903.88
25,9,7s7c,2897.85
100,6,KsKd,2896.32
1000,9,TsJc,2896.05
600,6,ThQs,2895.98
200,6,6s7s,2895.2
25,9,7c7h,2894.38
400,6,Qs4c,2893.7
600,6,4cAh,2893.18
200,6,7sQs,2891.27
600,6,8dKd,2890.57
400,6,7s2s,2890.5
25,6,JsKs,2890.4
25,9,5d5h,2888.49
600,9,2hAh,2888.25
50,6,9d9h,2886.92
25,6,5s5d,2885.87
400,6,7s5s,2885.02
1000,6,3hAc,2883.94
1000,6,Ad6s,2883.73
200,9,KsAd,2883.64
400,6,Td9s,2882.97
400,6,7d9s,2882.85
1000,9,8s7s,2882.75
1000,9,JcTd,2882.75
1000,9,TsQd,2880.82
25,6,4h4c,2880.17
1000,9,Qs9h,2879.9
400,9,Ah4c,2879.67
25,6,QsAc,2879.12
400,9,9cJs,2878.1
1000,9,7s8h,2877.0
200,6,9h8h,2875.85
50,6,8c8h,2874.28
400,9,3sAs,2873.41
1000,9,7c4c,2872.7
400,6,Kh9d,2871.15
1000,6,Kh2h,2870.84
25,9,QcAs,2868.85
1000,9,As4s,2868.75
600,6,7hQh,2864.74
50,6,KhAh,2863.91
400,9,AdJc,2860.74
400,6,7cJc,2860.15
600,9,6h7c,2859.75
1000,9,Ad2s,2858.79
200,6,4sAs,2858.3
1000,9,AcTh,2858.17
50,6,7c7s,2858.16
400,9,AhJs,2857.63
1000,9,7cAh,2857.55
600,6,6sKs,2855.57
25,6,KdAc,2855.29
400,6,TcQs,2855.02
50,6,8s8h,2854.23
50,6,7d7c,2853.88
1000,6,Ac7d,2853.37
600,9,4dAd,2852.02
400,6,4h6h,2851.36
400,6,6h7s,2850.99
25,6,4s4h,2850.19
200,9,QhAh,2849.57
600,6,Tc9d,2849.54
25,6,KdAs,2848.62
600,9,JhTs,2848.4
1000,6,7s6d,2843.05
600,9,Ad7h,2842.85
1000,6,8hAs,2841.43
1000,9,9d7h,2841.0
50,6,TsTh,2840.95
600,6,7c9h,2839.2
600,9,QhJh,2837.35
1000,6,ThAs,2837.28
400,6,Ah9s,2836.51
25,9,QhAc,2834.42
400,6,Ad4h,2832.82
50,6,AdKd,2832.12
400,9,8cAc,2831.45
1000,9,Qd8d,2826.86
1000,9,8s4s,2825.97
1000,6,6dTs,2825.5
600,9,3s5s,2822.55
1000,6,2c4c,2822.35
400,6,3cAh,2822.2
1000,9,9dAh,2821.6
200,9,AdKs,2820.24
200,6,5h5d,2820.16
200,6,7hTh,2819.74
600,6,Qd4d,2818.45
1000,9,6h7d,2818.4
200,9,KdAs,2816.44
1000,6,Ah8s,2815.88
600,9,Td9d,2814.85
200,6,4h4c,2811.79
25,9,QhAd,2810.96
600,6,9sAh,2810.71
25,6,4s4c,2810.11
400,9,QsTd,2808.55
600,9,QdAs,2807.85
400,6,3s2s,2806.46
400,6,3cKc,2806.2
25,9,AcJc,2804.43
200,6,TdAc,2804.25
25,9,6h6s,2803.51
1000,9,JhQc,2803.5
400,6,Kc9s,2802.91
25,6,QhAs,2802.88
1000,9,9hJh,2802.42
400,6,9cTh,2802.29
200,9,8s8h,2802.11
1000,6,Ad6c,2800.45
1000,9,8hJs,2800.0
200,6,Kc5c,2799.25
600,9,8h8s,2798.75
400,6,9sJh,2798.31
200,6,JcQc,2797.75
200,9,AsJs,2797.41
600,6,AdKd,2797.23
400,6,TcAs,2797.04
25,6,6d6c,2796.43
400,6,Kh6h,2796.33
400,9,As9d,2796.05
600,6,AcKd,2795.23
200,6,JdQc,2794.4
200,6,8h9h,2793.45
25,6,6d6s,2790.74
1000,6,7c8h,2789.62
600,6,4c3c,2789.5
400,6,Qs6s,2788.38
400,9,QhKs,2787.64
400,6,7c8d,2785.65
400,9,4d5d,2785.2
25,9,8d8s,2783.52
1000,6,6s8s,2783.12
400,9,AdJh,2782.88
50,9,JsJd,2780.77
1000,6,Jd8d,2780.69
1000,6,6dQs,2780.25
25,9,KhQh,2779.85
400,9,QcTd,2779.26
400,6,QhTs,2778.09
100,9,AhAc,2776.73
200,9,KsQs,2773.68
600,6,QcJs,2772.36
600,9,As9c,2771.75
200,9,AsJc,2771.7
200,6,3h3s,2770.55
400,6,Kh5h,2769.87
25,9,6s6h,2768.36
400,6,Ac5d,2767.56
400,9,Ts9h,2766.28
50,6,AhQh,2765.89
200,6,5d5c,2765.55
400,9,6cAh,2765.05
1000,9,AsTd,2763.75
600,6,7c8d,2763.59
400,6,TdAh,2762.99
200,9,8c8d,2762.26
400,9,Jc8c,2761.51
1000,6,Td9c,2761.0
1000,9,4d4c,2760.54
50,9,QsQd,2757.98
1000,9,As9h,2757.0
25,6,AhKs,2756.67
400,9,9sJs,2755.72
1000,6,5d7s,2755.56
1000,6,3cKc,2755.05
1000,9,Kh8h,2753.69
25,6,7s7c,2753.56
400,9,AdTd,2752.6
100,9,AcAd,2752.32
50,6,TcTd,2752.15
1000,6,Kd3s,2751.0
400,6,3hAd,2749.98
200,6,7d9d,2748.45
600,9,Jc8d,2748.3
400,9,Ac6s,2745.55
400,9,9cTd,2745.5
400,9,7dTd,2745.29
200,6,TdKd,2744.55
1000,6,Qd8h,2744.5
25,9,8s8d,2744.46
50,6,7s7c,2743.19
600,6,9d6h,2742.25
1000,6,3cJd,2742.0
200,6,9s7s,2741.56
1000,6,8sJh,2740.35
1000,6,QcTh,2738.04
400,9,6s3s,2736.85
200,9,4h4s,2735.09
200,6,TcKd,2732.57
400,6,TcJd,2731.18
400,9,KhQd,2731.07
600,9,9cTc,2729.0
25,6,KhAs,2728.74
200,6,JdTh,2728.35
200,9,QsAc,2726.07
25,9,QdKd,2725.3
25,9,QsAh,2722.48
200,9,Ah7h,2722.05
1000,6,5s6d,2721.49
1000,9,4h7h,2721.25
400,6,Kc8c,2719.4
1000,6,Tc7d,2719.4
200,6,3hAh,2718.03
25,6,AdQd,2717.66
1000,9,Td9c,2717.0
200,6,KdJc,2716.85
1000,6,9c7d,2715.5
400,6,AdKh,2715.05
600,9,8dAh,2714.9
1000,6,7sKs,2712.0
1000,6,8c7h,2710.65
50,9,JsJc,2709.43
200,6,KcQh,2708.88
200,6,QcJh,2708.36
600,6,Tc8s,2706.01
400,6,TdQs,2705.66
400,9,Ah5h,2704.22
600,6,Ad3s,2703.88
600,6,5sAh,2703.26
1000,9,6cQs,2703.25
1000,9,4dTd,2702.97
200,6,AhJd,2702.51
600,9,7s7d,2701.55
25,6,6c6s,2701.42
200,6,5d7d,2700.55
600,9,2h2s,2700.1
50,9,QdQc,2699.66
400,6,Ad9h,2699.64
25,9,7h7d,2699.5
1000,6,3c9c,2699.35
200,6,ThAc,2699.28
600,6,8h7s,2699.15
1000,6,7cTh,2698.27
200,9,6d6c,2696.46
25,6,3h3s,2696.33
25,6,6s6h,2695.48
400,6,JsTd,2695.33
400,9,QcJh,2694.91
400,9,QcKd,2694.05
400,6,TdJh,2693.88
400,6,4s2s,2692.9
600,6,4dAs,2690.53
1000,9,5dAh,2690.47
200,9,7h7s,2689.67
25,9,7c7s,2689.4
25,6,AsQc,2687.88
200,6,2sAs,2687.11
200,9,3c3h,2686.02
400,9,Th6h,2685.74
50,6,TcTh,2682.83
200,6,JdTc,2682.32
25,6,3d3s,2680.52
100,9,AdAh,2679.36
600,6,5s4d,2679.1
600,6,7s6s,2675.88
1000,9,9c6c,2675.75
600,6,Ad3c,2675.46
1000,6,As5c,2675.2
600,9,5c4c,2675.2
200,6,9hJh,2674.9
50,6,8h8s,2674.56
1000,6,5s6s,2674.36
200,6,8d7d,2672.62
50,9,KhKc,2671.27
600,9,QsTs,2671.1
600,6,Kd9h,2670.68
25,9,7s7h,2669.65
600,6,6c7h,2667.95
400,6,As4c,2667.27
600,9,6hAd,2666.9
400,6,Qc6c,2666.68
1000,9,4dKh,2666.4
1000,6,9sJh,2666.25
200,6,7s9s,2665.85
200,9,AhQd,2665.33
400,9,4c4d,2665.06
200,6,Ad7d,2664.56
600,9,KcTs,2661.55
400,6,Ah9c,2661.5
1000,6,7dQd,2660.27
25,6,3d3c,2658.74
25,6,QsAd,2657.26
600,6,AcKc,2655.35
400,6,2h3h,2655.3
25,6,JhAh,2655.11
25,9,QcKc,2654.9
25,6,6d6h,2654.55
200,6,8h6h,2654.06
200,6,QhJd,2651.04
600,6,Ah5s,2650.16
200,9,6d6h,2649.31
25,9,7h7s,2648.92
25,6,AhQc,2648.77
1000,6,7c9h,2648.42
200,6,Ah7h,2647.35
400,9,As3s,2646.55
1000,6,Ad7s,2645.79
600,9,AcKs,2645.78
25,6,TsJs,2645.28
400,9,7dKd,2644.59
400,9,Jc7c,2644.5
600,9,Ks8s,2644.44
600,9,6c6h,2644.13
1000,9,Kc8h,2642.9
1000,6,5sAd,2642.6
1000,9,4c6c,2642.05
600,6,Kh2h,2641.73
25,6,JhTh,2641.27
400,9,QhTc,2640.77
25,6,QcAc,2639.49
400,9,JdTc,2639.17
400,9,TcKh,2638.28
400,6,9cAd,2638.04
400,6,ThKs,2636.44
200,6,KdTd,2636.25
25,6,6h6d,2635.22
200,9,8d8h,2633.95
25,6,AdJd,2632.15
25,6,AdTd,2631.97
1000,6,5s8d,2631.53
200,6,9d7d,2630.4
400,6,6h7c,2629.49
400,6,9s5s,2628.8
25,9,6h6d,2625.71
200,6,AcTs,2624.47
1000,9,AhQd,2624.33
600,6,Ks8h,2623.06
25,9,6c6s,2622.88
400,6,Ad5s,2622.88
1000,9,KhJc,2621.56
1000,6,2d6d,2620.45
200,6,9sKc,2620.34
1000,9,5c9d,2620.0
400,6,5sJs,2619.09
400,6,4c2c,2618.41
25,6,6s6d,2617.18
1000,9,Qd2d,2617.0
200,6,Jh8h,2616.06
400,9,5hKh,2615.38
200,6,QcKs,2614.17
400,9,8s6s,2614.05
400,6,9hQs,2611.7
1000,9,6c7c,2611.7
200,6,KsJh,2608.51
400,6,Kc6c,2607.93
25,6,AdQh,2603.49
25,6,3c3d,2602.66
25,6,AhKd,2601.92
1000,6,2sAh,2599.0
200,6,7h5h,2598.85
25,9,6h6c,2598.63
25,9,JdAd,2598.28
400,9,5sKs,2597.75
1000,9,Ts6s,2597.25
400,6,4cJc,2597.23
400,9,4cKc,2597.05
1000,9,Tc6c,2594.87
400,6,Td9c,2594.59
200,9,4c4h,2593.52
25,9,JhAh,2591.62
1000,6,8dAc,2590.33
25,9,6c6h,2590.23
50,6,AsKd,2590.21
200,9,AdQc,2589.35
200,9,QhAd,2589.01
100,6,QhQs,2587.0
1000,6,7c6h,2586.22
1000,6,KdTs,2585.78
1000,9,6cQc,2584.74
200,6,9cTd,2583.1
400,6,As8c,2581.72
600,6,Ad5s,2581.68
400,6,9dTs,2581.55
400,9,Ad8d,2579.14
200,6,9cKc,2577.05
50,6,9s9d,2576.85
400,6,7h8d,2576.69
400,6,9sJd,2575.87
25,6,AcJc,2574.74
400,6,4s3c,2571.6
600,6,JsKd,2569.91
600,9,6cAc,2569.5
200,9,6c6d,2569.37
1000,9,7h4h,2568.0
1000,6,6sKs,2567.94
200,6,5s3s,2567.61
25,9,6s6c,2567.0
25,6,QcAs,2566.16
50,6,TsTc,2564.42
400,6,6sTs,2563.65
600,9,7hAh,2563.55
50,6,ThTc,2562.95
1000,6,Qh3c,2562.9
600,9,5c5d,2562.85
400,6,2d3d,2562.69
400,6,8hQc,2562.06
600,6,QsTc,2561.48
400,6,Ks3s,2560.28
600,9,TsKs,2560.25
200,9,7d7s,2558.97
200,9,AdQs,2558.65
200,6,KhJc,2557.99
600,6,Ac9s,2557.49
200,9,AdQd,2556.82
200,6,6sTs,2555.26
200,6,JcAd,2555.23
400,9,Ac2d,2554.1
600,6,KdQs,2553.52
1000,9,Qs8s,2552.0
25,6,AhJh,2551.42
200,6,2dTd,2550.55
1000,9,AcTc,2550.51
1000,6,7d9s,2550.44
200,9,AsQc,2549.72
400,6,As9c,2549.57
200,6,JcTc,2549.15
200,6,QdJd,2547.45
600,6,Ad7h,2546.2
400,9,8sJs,2545.83
400,6,Tc7c,2543.54
200,6,KdJs,2543.5
25,9,5c5s,2543.25
25,9,7d7c,2542.46
400,9,Kh9h,2541.82
200,6,8cQc,2541.49
400,9,4h5h,2541.0
1000,9,8h9h,2540.84
25,9,7c7d,2536.65
1000,6,7cTd,2535.94
200,6,7c6c,2534.51
1000,9,6c5h,2534.25
1000,6,3sTs,2533.92
1000,6,6c9d,2532.0
1000,9,7s8s,2531.65
600,9,3c3s,2531.23
600,6,2dAs,2529.98
1000,9,Jc8c,2529.92
200,6,8sAc,2529.41
1000,9,8cKh,2528.25
600,9,5d5s,2526.7
400,6,7s9s,2526.36
400,9,8c5c,2526.12
25,6,KhQh,2525.65
200,6,8cAc,2524.92
25,6,5c5s,2524.38
200,6,QdKs,2523.75
1000,6,8hKd,2521.18
200,9,QdAc,2520.4
600,6,Jd8s,2518.24
25,9,KcQc,2516.22
1000,6,3hKs,2515.15
600,6,Ad8c,2514.75
400,9,ThQc,2514.25
1000,6,5c8s,2514.15
600,9,Ts8s,2512.95
50,9,QdQs,2512.58
400,6,KhTs,2512.29
600,9,Td3d,2512.1
600,6,Td9s,2510.12
600,6,4h6h,2510.08
400,9,7dQd,2509.75
50,9,QhQs,2509.28
25,9,5s5h,2507.45
200,6,2dAd,2507.28
