variant,seat_count,hand,winnings
1000,6,AsAh,187663.29
1000,6,AhAc,185861.13
1000,6,AcAd,185426.08
1000,6,AdAc,161536.59
1000,6,AdAh,161236.42
1000,6,AcAh,158229.66
1000,6,AsAc,155397.31
1000,6,AsAd,151811.46
1000,6,KhKc,151075.39
1000,6,AcAs,150314.43
1000,6,AdAs,147209.46
1000,6,AhAd,142383.55
1000,6,AhAs,139126.36
400,6,AcAs,127153.07
1000,6,KdKs,120512.58
1000,6,KsKc,118477.47
1000,6,KhKs,117979.8
400,6,AcAd,116378.38
400,6,AhAs,113746.49
400,6,AsAc,113702.27
1000,6,QsQc,113271.33
400,6,AhAc,110521.2
1000,6,KcKd,109305.66
400,6,AsAh,107489.85
400,6,AsAd,106664.01
600,6,AsAc,106153.8
400,6,AdAh,104919.88
1000,6,KcKh,104653.99
400,6,AdAc,103663.41
600,6,AsAh,100413.31
400,6,AcAh,97939.01
1000,6,KdKc,96132.02
600,6,AdAs,94855.98
600,6,AcAh,94529.63
400,6,AhAd,93784.84
1000,6,KsKd,93716.74
1000,6,QdQs,92446.45
600,6,AdAh,91546.27
1000,6,KdKh,91422.96
1000,6,KsKh,89609.52
600,6,AsAd,89551.55
400,6,KhKd,88663.61
400,6,AdAs,88546.19
600,6,AcAs,88451.9
1000,6,KcKs,87750.25
600,6,AhAd,87080.63
1000,6,KhKd,85029.65
400,6,KdKh,84792.57
1000,6,JdJc,84036.18
1000,6,QcQd,82202.63
1000,6,QhQc,81983.41
1000,9,AcAh,81391.56
1000,6,QdQh,80089.36
600,6,AcAd,78901.81
600,6,AdAc,77819.39
400,6,KdKc,77323.09
400,6,KsKd,76793.37
400,6,KcKh,76672.53
400,6,KsKc,76624.78
1000,6,QcQh,74644.62
600,6,KdKh,74495.54
1000,6,QhQs,74399.98
1000,9,AdAs,73117.55
600,6,AhAc,72541.24
1000,6,QsQh,72348.26
600,6,AhAs,71618.36
400,6,KcKd,71218.68
400,6,KhKc,70826.9
1000,6,JsJd,70686.86
1000,6,JcJs,69883.82
1000,9,AhAs,69456.86
1000,6,QdQc,69089.17
400,6,KcKs,68233.29
1000,9,AcAd,68219.77
400,6,QhQd,68170.27
600,6,KhKs,67954.54
400,6,KdKs,67804.42
600,6,KcKd,67120.88
1000,6,ThTs,66940.44
400,6,KhKs,66286.31
600,6,KdKc,66236.9
1000,6,JsJh,66229.62
600,6,KdKs,64003.81
1000,6,QhQd,63373.24
400,6,QsQh,63315.26
1000,6,TcTh,62768.21
1000,6,QcQs,62649.57
1000,6,JhJs,62308.41
400,6,QsQc,62212.36
1000,9,AhAd,61701.7
400,6,QhQs,61679.79
1000,6,JdJh,61586.15
1000,6,JcJd,61379.24
400,6,KsKh,60110.31
1000,9,AsAh,59498.98
1000,6,7s7c,58546.96
400,9,AsAc,58457.4
400,9,AhAc,58293.04
1000,6,QsQd,58122.02
1000,6,TdTc,56645.96
600,6,KcKs,56287.03
400,9,AdAh,56092.85
400,6,QsQd,55675.4
600,6,QsQd,55435.24
1000,6,ThTd,55157.48
1000,9,AsAc,55093.86
1000,6,TdTs,55029.79
400,9,AsAd,54886.87
1000,6,TsTd,54706.91
400,6,QdQh,54567.42
1000,6,KhAh,54369.25
400,6,QcQs,53848.28
1000,9,AcAs,53839.23
400,6,QdQs,53465.51
400,6,QcQd,53317.44
400,6,QcQh,53071.04
1000,6,TsTc,52843.68
600,6,KhKc,52522.63
1000,6,JsJc,52457.2
400,9,AhAs,52452.24
400,6,JdJh,52067.27
1000,9,AdAc,52030.96
600,9,AcAd,51952.28
400,9,AdAs,51823.06
600,6,QdQs,51820.31
600,6,QcQd,51551.7
400,9,AcAs,51540.27
600,6,KsKd,51408.68
1000,6,KsAs,51343.33
1000,9,KhKd,51130.67
1000,6,TcTd,50845.29
600,6,QdQh,50797.81
400,6,JsJc,50600.61
1000,6,JcJh,50251.89
600,6,KhKd,50235.16
1000,6,JhJc,49501.73
1000,6,9d9h,49498.44
600,6,KsKh,49216.24
1000,9,AhAc,48948.95
1000,6,9d9s,48788.0
1000,6,JhJd,48687.52
600,6,KsKc,48112.32
400,6,QhQc,47305.96
400,6,JsJd,46768.08
400,9,AcAh,46757.66
1000,9,KsKh,46402.39
1000,6,9h9c,46093.1
400,9,KcKd,45739.43
400,9,AhAd,45678.13
600,6,QhQs,45243.27
1000,9,KcKh,45220.77
600,6,JdJc,44959.1
1000,6,TsTh,44820.51
400,6,QdQc,44387.67
400,6,TcTd,43938.81
1000,9,QhQs,43719.5
600,6,QcQs,43684.17
600,6,JhJd,43654.92
1000,6,TcTs,42817.0
400,9,AsAh,42702.1
1000,6,JdJs,42693.65
1000,9,KsKc,42521.0
400,6,JsJh,42104.46
1000,9,AdAh,42040.21
1000,6,KdAd,41985.75
400,9,AdAc,41932.97
600,9,AsAc,41891.34
400,6,JhJd,41715.88
1000,6,AdQs,41672.68
1000,9,AsAd,41621.66
400,6,JdJs,41562.88
600,9,AhAd,41435.15
200,6,AcAd,41107.26
600,6,QhQd,41091.55
400,6,TdTs,40282.18
400,9,KhKd,40280.68
400,9,KsKd,40237.79
1000,6,7c7h,40050.48
400,6,9s9h,40014.53
600,9,AhAc,39988.73
600,6,JhJc,39818.02
1000,6,9c9d,39730.22
1000,6,8d8h,39699.85
400,6,JdJc,39672.21
600,9,AcAh,39658.5
1000,9,KhKc,39533.34
600,6,JcJs,39436.14
1000,6,7c7s,39357.98
600,6,ThTs,39330.14
600,6,JsJh,39206.9
200,6,AdAh,39100.97
600,6,TdTh,39090.06
400,6,TdTh,38896.53
1000,9,QcQh,38837.27
1000,6,8h8s,38755.0
400,9,AcAd,38555.61
1000,6,9s9c,38549.94
400,6,JhJc,38524.56
400,9,KhKs,38467.92
1000,6,AcJc,38443.28
1000,6,8s8h,38266.72
600,6,QdQc,38214.21
600,6,QcQh,38044.7
600,9,AcAs,37969.78
600,6,KcKh,37715.55
400,6,JcJd,37551.35
400,9,KhKc,37318.09
1000,6,QdAd,36938.78
1000,9,KhKs,36845.02
1000,6,8c8s,36843.11
1000,6,AdQc,36674.91
1000,9,QdQs,36580.69
600,6,9s9c,36447.6
600,9,KhKs,36433.66
1000,6,6s6c,36291.9
400,9,KdKh,36232.98
1000,9,KcKd,36042.93
200,6,AhAc,36023.12
400,6,TsTc,36019.56
1000,6,AcKd,35991.36
1000,6,7d7s,35925.98
600,9,AdAc,35887.82
600,9,KcKh,35864.8
1000,6,AhJc,35822.78
600,9,AdAh,35630.45
600,9,AsAh,35503.65
400,6,AcKc,35503.11
600,6,JhJs,35493.37
400,9,QsQc,35456.61
600,6,JcJd,35448.35
600,6,TdTc,35288.76
400,6,ThTc,35284.58
400,6,9h9c,34950.26
1000,6,ThAh,34825.84
400,9,KsKc,34823.1
200,6,AhAs,34672.92
1000,6,6c6h,34378.15
200,6,AsAd,34357.64
400,6,8d8h,34334.56
400,9,QsQd,34325.12
600,9,KhKd,34263.84
200,6,AsAh,34114.1
1000,6,AsQd,34069.24
400,6,TdTc,34018.66
1000,6,QcTc,34011.36
600,6,QsQh,33936.68
1000,6,5s5c,33932.91
1000,6,AdQd,33867.05
600,6,KhAd,33802.92
400,6,9d9h,33763.62
600,6,TsTc,33674.82
1000,6,9c9h,33603.49
600,6,8h8d,33600.8
1000,6,9c9s,33550.74
1000,6,5c5h,33550.7
200,6,AhAd,33178.63
400,6,JcJs,33175.75
600,9,AdAs,33143.93
1000,9,KdKc,33057.29
1000,6,AdKh,32971.48
1000,6,KsQs,32949.53
1000,6,KdAs,32813.01
1000,6,4h4c,32745.51
400,9,KsKh,32510.49
400,9,KcKs,32507.69
400,6,AdKd,32448.01
400,6,TsTh,32344.01
1000,9,KdKh,32318.91
400,9,KcKh,32188.14
400,6,ThTd,32117.0
600,6,JcJh,31972.19
1000,6,ThTc,31781.97
400,6,ThTs,31668.66
1000,6,AcQc,31613.27
1000,6,QhKh,31420.02
600,6,QsQc,31385.84
400,6,KcAc,31381.69
1000,6,TsAs,31369.89
1000,6,9h9d,31197.31
400,6,9h9s,31102.98
1000,6,8d8c,31088.05
1000,9,QhQd,31058.07
1000,6,7s7d,30934.27
1000,9,KsKd,30842.64
600,9,QsQh,30802.91
1000,9,QdQh,30690.91
1000,6,7d7c,30635.67
1000,6,TdTh,30601.46
1000,6,9s9d,30539.25
1000,6,8c8h,30486.1
1000,6,KhQh,30397.24
1000,6,6d6c,30373.48
400,6,JcJh,30357.27
400,6,AhKd,30260.6
1000,6,AsQs,30108.54
400,6,9s9c,30034.9
600,9,KsKh,30017.75
400,6,QdAd,30011.69
1000,6,QdJd,30011.6
600,6,ThTd,29934.68
1000,6,KcAh,29934.5
600,9,AsAd,29883.4
600,6,JsJc,29879.73
1000,9,QsQc,29816.77
1000,6,6s6d,29811.8
400,6,KsAs,29775.77
200,6,AdAs,29735.79
1000,9,QsQd,29627.93
600,9,AhAs,29615.49
400,6,8d8c,29571.87
1000,6,AcKc,29554.17
1000,9,TsTh,29483.04
1000,6,9dAd,29476.01
1000,6,JdTd,29457.47
600,6,9s9d,29404.23
600,6,JsJd,29396.6
200,6,KdKc,29265.37
600,6,QhQc,29238.32
400,6,TsTd,29213.15
200,6,AcAs,29192.75
400,6,TcTh,29108.24
1000,9,JhJd,29064.68
200,6,AdAc,28988.2
400,6,TcTs,28948.34
400,9,QcQh,28891.22
200,6,AcAh,28851.76
1000,9,KcKs,28808.59
1000,6,JdQd,28792.94
1000,6,8s8c,28658.45
600,6,ThTc,28551.18
400,9,KdKs,28492.79
400,9,QdQh,28473.71
1000,6,QsKh,28455.63
1000,6,8d8s,28448.61
1000,6,AhTh,28251.26
400,6,8s8c,28222.5
1000,6,KsAd,28171.44
400,9,JcJd,28170.84
600,6,KdAd,28106.28
400,6,9d9s,28024.34
1000,9,TsTd,28003.43
600,9,KdKs,27939.5
400,6,KdAd,27876.64
1000,9,JsJd,27828.24
600,9,KcKd,27793.65
400,9,KdKc,27776.2
1000,6,4s4d,27734.22
1000,6,3d3h,27612.34
600,6,9d9h,27608.76
1000,6,KhQs,27607.56
1000,6,JsAs,27520.99
200,6,AsAc,27488.92
1000,6,8s8d,27488.84
400,6,QcAc,27407.11
200,6,KhKd,27404.93
400,6,8d8s,27373.84
200,6,KdKs,27232.84
600,6,8d8h,27222.55
1000,9,TdTc,27114.5
600,6,AdKh,27083.73
400,9,QcQd,27058.83
600,6,8s8h,27056.29
400,9,QhQd,27039.97
1000,6,AcQh,27011.51
1000,6,4c4s,26914.98
400,6,8c8d,26820.59
400,6,7c7h,26792.92
400,6,7c7s,26767.97
400,6,KsAh,26706.71
200,6,KsKh,26647.62
600,6,8s8c,26539.58
1000,6,9h9s,26479.06
1000,6,TdAd,26273.69
1000,6,AsTs,26266.54
200,6,KcKd,26263.28
1000,6,4s4c,26231.76
1000,6,TsJs,26173.5
1000,6,QhAd,26110.2
1000,6,JdAs,26100.05
400,6,JhJs,26052.45
400,6,7d7s,26028.0
1000,6,KhAd,26014.79
1000,6,6s6h,26008.11
1000,6,QcAs,25958.78
400,6,7s7c,25917.41
1000,6,4c4d,25854.3
400,6,7h7d,25830.64
1000,6,Ad7d,25781.29
200,6,KsKc,25671.83
400,6,8s8h,25541.98
600,9,KsKc,25529.25
1000,6,9hTh,25525.57
1000,6,KcAc,25470.33
1000,6,AsKh,25246.0
200,6,KhKc,25193.18
600,6,8c8d,25154.16
1000,6,5d5s,25151.08
1000,6,4s4h,25140.42
400,9,QsQh,25119.62
1000,9,QdQc,25072.36
1000,6,AhQh,25060.93
200,6,KdKh,25029.43
600,9,KdKc,25009.8
1000,6,KcAd,24972.3
1000,6,8h8c,24961.3
400,6,9c9s,24937.8
200,6,QdQh,24715.74
1000,6,8c8d,24670.41
600,6,AsQs,24619.79
1000,6,4dAd,24535.37
1000,6,JdAd,24531.25
1000,6,JcKc,24518.75
1000,6,Ad9d,24495.2
400,6,KhQh,24492.88
1000,6,KcTc,24484.5
400,6,8s8d,24429.25
1000,6,9hJh,24417.76
400,9,QhQc,24408.82
600,6,AdQd,24298.19
1000,6,4h4d,24296.42
1000,9,ThTc,24296.19
200,6,KcKs,24242.35
1000,6,JcAs,24156.51
400,6,9c9h,24128.9
1000,9,7d7s,24089.55
1000,6,5s5h,24062.62
1000,6,5d5h,23904.28
400,9,JsJc,23895.88
400,6,AcKs,23866.07
1000,6,8s9s,23865.37
600,9,KdKh,23855.15
400,6,9d9c,23837.62
1000,6,KhTh,23828.79
1000,6,3h3s,23828.56
1000,6,KcQs,23681.31
1000,6,As8s,23671.51
400,6,AhKh,23668.25
1000,9,9s9c,23658.16
1000,6,AsKd,23561.02
200,6,KcKh,23556.48
1000,6,As7s,23517.84
1000,6,2h2s,23512.84
400,6,AhKs,23378.98
1000,9,AdKh,23328.62
1000,9,KdKs,23320.29
200,6,QhQs,23280.0
400,6,AsKh,23217.73
400,6,AdKc,23214.3
600,6,7s7h,23209.1
1000,6,7h7s,23188.11
1000,6,QcKc,23185.35
1000,6,5c5s,23175.14
400,6,7h7c,23152.07
400,6,AsQs,23083.29
1000,6,8h8d,22959.84
1000,6,6c6d,22936.61
400,6,8h8c,22921.93
600,6,TdTs,22867.81
400,6,7s7h,22848.8
1000,6,4d4c,22816.19
1000,6,KsJs,22797.52
600,6,9s9h,22748.54
1000,6,JsAh,22639.14
600,6,7d7c,22604.63
1000,6,Ah4h,22508.54
600,6,JdJh,22501.49
400,6,6h6d,22457.74
1000,6,5h5c,22441.9
400,6,KdAh,22431.02
400,9,QcQs,22428.69
1000,6,6h6d,22334.32
400,9,QdQc,22296.25
200,6,KhKs,22236.6
600,6,JdAd,22214.94
400,6,6c6d,22192.1
600,9,JcJh,22183.75
400,6,9c9d,22118.71
600,9,QhQc,22111.25
600,9,KcKs,22079.14
400,6,7d7h,22077.24
400,6,6d6c,22041.85
600,9,KhKc,21943.0
600,6,TsTd,21869.83
1000,6,KdJd,21853.14
600,9,QhQs,21797.3
1000,9,TcTs,21684.15
1000,9,8s8c,21588.95
1000,6,3s3d,21546.28
600,6,AcQc,21436.57
600,6,7s7d,21418.19
1000,9,AcKs,21387.92
1000,9,QcQs,21351.1
1000,6,4sAs,21298.01
400,6,9h9d,21290.61
400,6,5d5s,21283.29
600,6,7s7c,21249.8
1000,6,6c6s,21219.65
1000,6,AhKs,21194.94
400,6,8c8s,21181.23
600,6,TdJd,21153.44
1000,6,ThJh,21120.97
400,6,KdAc,21103.97
1000,9,AsKh,21099.31
600,6,7d7s,21037.63
1000,6,AsTh,21019.32
400,9,JhJc,21008.86
1000,6,9s9h,20993.84
200,6,QcQs,20986.26
1000,6,TsKs,20968.83
200,6,KsKd,20929.26
1000,9,JdJh,20903.43
1000,6,QhAh,20895.14
1000,9,JdJs,20858.52
400,6,AsKs,20768.8
400,6,AcKd,20735.89
600,9,QcQh,20725.95
1000,6,AdJc,20715.04
1000,6,JsKs,20694.99
600,6,8h8s,20640.77
400,6,7s7d,20640.46
1000,6,7s9s,20634.75
200,9,AsAh,20624.06
400,6,AhJh,20537.53
400,6,6c6h,20458.01
600,6,KsAs,20425.5
400,6,AdQh,20423.94
400,6,QsAs,20396.63
400,6,QcAh,20368.56
1000,6,Ah8h,20308.88
400,6,KcAd,20246.75
600,6,9c9h,20211.23
400,9,JsJd,20206.78
1000,9,AcKd,20186.98
400,6,JcAc,20134.64
400,6,7d7c,20096.34
1000,9,ThTs,20069.72
600,9,KsKd,19975.65
400,6,9s9d,19940.91
400,9,JdJc,19933.33
1000,6,5c5d,19883.22
400,9,QhQs,19877.82
1000,6,AdTd,19764.0
600,6,4d4s,19744.97
600,6,8d8s,19742.57
1000,9,ThTd,19742.2
1000,6,5hAh,19711.4
1000,6,JhKs,19704.55
1000,6,As3s,19678.47
400,6,AcJh,19668.99
400,6,5s5h,19646.43
1000,6,3h3c,19622.65
1000,6,KhJh,19618.2
400,6,4c4h,19612.94
1000,6,JhTh,19548.49
1000,9,TdTs,19517.1
400,6,JdAd,19461.75
400,6,KdAs,19452.62
600,6,KcQc,19438.77
1000,6,KdTd,19413.01
400,6,AhQh,19412.55
600,6,5c5s,19403.71
600,6,KsAd,19294.75
1000,6,Jc7c,19274.0
600,6,9d9c,19235.13
1000,6,As9s,19231.25
600,6,8c8h,19186.07
600,6,7h7c,19172.59
400,6,TsJs,19137.37
400,9,AcKd,19124.05
600,6,JdJs,19118.31
1000,6,7d7h,19114.96
600,6,QcKh,19060.76
400,9,ThTd,19055.92
1000,9,TdTh,19016.56
600,6,9d9s,19007.31
1000,6,JdKd,18975.48
1000,6,3dAd,18971.38
400,6,TcAc,18951.9
400,6,KhAs,18943.61
400,6,5h5s,18879.66
400,6,KhAd,18820.7
400,6,6c6s,18788.13
400,6,6s6c,18765.93
400,9,KcAs,18747.99
600,6,AcKs,18743.56
600,6,KsAc,18722.0
1000,6,9cAc,18696.06
400,6,4h4c,18681.25
1000,6,KcJh,18653.49
200,6,QsQd,18650.5
400,9,TsTc,18603.97
1000,6,JsAc,18598.94
1000,6,AdJd,18597.15
1000,9,7c7s,18595.65
400,6,2h2c,18568.08
400,6,6h6s,18566.0
1000,6,KcQc,18544.98
400,6,6h6c,18537.94
1000,6,TsAc,18519.84
400,9,JdJh,18488.25
1000,6,7h8h,18456.69
600,6,JsAs,18303.27
1000,6,AdQh,18279.86
600,6,AsTs,18267.77
1000,6,JdKs,18263.35
400,6,KcJc,18228.45
400,6,5d5h,18210.36
1000,6,7h7c,18191.14
400,6,AhKc,18181.76
600,6,3h3d,18150.69
1000,6,JhAh,18121.92
200,6,JcJd,18107.2
1000,6,JdAc,18082.15
200,6,QcQd,18055.41
1000,6,KsQh,18043.18
600,6,JhQh,18010.81
1000,9,8h8s,18001.39
600,6,9cQc,17996.85
200,9,AhAc,17992.55
400,9,JhJd,17979.97
400,9,JcJh,17976.98
200,9,AcAs,17973.02
600,6,8c8s,17943.13
1000,6,3d3c,17935.82
25,9,AcAs,17920.55
1000,9,JhJc,17890.47
600,6,5c5d,17886.69
1000,6,3c3h,17870.33
1000,6,QdKd,17869.27
400,6,3d3c,17839.54
600,6,QdAd,17838.64
400,6,AcTc,17830.27
600,6,KhAh,17805.98
600,9,JcJd,17745.9
600,9,QsQd,17708.9
1000,6,JcQc,17690.59
1000,6,6d6h,17689.3
400,6,4s4h,17675.91
1000,6,7hAh,17671.29
1000,9,3d3c,17664.64
400,9,ThTc,17663.52
400,6,KsAc,17657.67
400,9,JsJh,17632.71
1000,6,KhJc,17616.2
600,6,QcAc,17559.33
400,6,7c7d,17555.75
1000,6,JhKd,17553.03
200,6,JcJh,17539.28
400,9,JhJs,17532.32
600,9,TsTh,17507.29
1000,6,2s2c,17502.83
1000,6,AhQc,17493.24
400,6,3h3d,17438.33
25,9,AcAd,17431.18
600,6,9c9d,17419.31
1000,6,6d6s,17412.87
600,6,8s8d,17326.01
25,9,AsAc,17322.8
400,6,JsKs,17290.83
200,9,AcAh,17289.96
1000,6,AhQs,17289.49
200,6,JhJs,17279.69
1000,6,AsKs,17279.01
600,6,6c6h,17266.0
400,6,QcAs,17264.31
400,6,8h8d,17263.63
25,9,AdAs,17254.76
1000,6,JcQd,17249.07
600,6,AcKh,17248.88
1000,6,9dTd,17230.36
400,6,6d6s,17219.4
200,6,QhQd,17204.35
200,9,AdAc,17203.98
1000,9,AsQs,17174.61
400,6,7h7s,17142.76
400,6,QcAd,17132.64
1000,6,QhJh,17131.27
400,6,JsAh,17094.13
1000,9,2h2d,17092.25
400,9,AsKh,17082.79
1000,6,KhQd,17072.39
1000,6,4c4h,17056.04
600,6,AsKs,17035.67
1000,6,JsKh,17016.41
1000,6,Td9d,16996.16
400,6,AcJc,16959.4
1000,9,QcQd,16958.64
1000,6,6dAd,16951.76
600,6,KcAs,16945.54
200,6,QhQc,16901.89
600,9,TcTs,16893.85
1000,6,AhJh,16889.28
400,6,QdKs,16881.07
400,6,KhAh,16876.07
1000,6,AsJs,16870.65
1000,6,QhTh,16848.44
1000,6,KdAh,16790.49
400,6,5c5s,16754.94
25,9,AsAh,16741.01
600,6,2c2s,16734.15
1000,6,AsTc,16722.82
600,9,QdQh,16717.55
1000,6,QsAh,16716.66
1000,6,9s8s,16708.6
600,6,AcQh,16701.42
400,6,QhKh,16691.79
25,9,AhAc,16686.24
1000,9,KhAs,16640.2
400,6,QsAh,16638.58
1000,6,KsTs,16622.23
400,6,JhAs,16599.44
400,9,9h9s,16597.82
25,9,AdAc,16583.84
1000,9,AhKh,16549.38
1000,6,4hQh,16546.05
25,9,AcAh,16525.2
600,6,QsAd,16507.61
600,9,9d9c,16489.9
1000,6,8d7d,16484.27
1000,6,ThKc,16476.61
600,6,TcTs,16470.8
400,6,3s3h,16468.72
400,6,6d6h,16429.51
600,6,AsQc,16419.82
400,6,4s4c,16414.09
1000,6,AcKh,16403.93
1000,6,QhKc,16387.99
400,6,6s6h,16385.06
600,6,KcAd,16356.84
200,6,ThTd,16348.65
25,9,AdAh,16301.95
1000,6,JhTc,16297.74
1000,6,8hTh,16275.11
400,6,JcTc,16257.95
25,6,AdAh,16242.53
600,6,7c7s,16236.81
1000,9,3s3d,16232.55
600,6,KdAc,16210.94
1000,6,TcKc,16181.08
400,9,KhAh,16179.45
400,9,TdTc,16129.75
600,6,KhQh,16110.1
25,9,AsAd,16070.61
600,6,QdAc,16068.14
200,9,AhAd,16062.83
1000,6,KsTd,16062.2
25,9,AhAs,16058.43
600,6,KhJh,16035.54
1000,9,AdKd,16028.83
1000,6,Ah7h,16027.51
200,6,ThTc,16023.43
1000,9,AhTh,16001.57
1000,9,AcKc,15996.82
1000,6,7h7d,15982.14
1000,6,JsTs,15974.89
25,9,AhAd,15966.27
1000,6,9hQh,15958.24
1000,6,Ad6d,15937.11
1000,9,7h7c,15912.47
1000,6,Ac4c,15907.12
1000,6,AdKc,15888.44
400,9,9c9d,15877.43
1000,9,5s5d,15874.85
400,6,KsJs,15853.59
600,6,3c3d,15795.85
200,6,QsQc,15790.55
1000,6,5c3c,15772.21
1000,6,5d5c,15755.52
1000,6,TdJd,15743.69
400,6,JhTh,15733.71
400,6,QsAd,15727.87
600,6,KhQs,15726.88
1000,6,2s2d,15725.62
400,6,KdJd,15722.3
400,6,AhTc,15714.04
1000,6,AcKs,15707.28
200,9,AsAc,15691.12
400,6,6s6d,15684.64
400,6,4s4d,15682.3
1000,9,QsQh,15658.02
600,6,3s3c,15648.67
200,6,JsJd,15640.86
1000,9,8s8h,15623.52
25,6,AcAd,15589.94
400,9,AdKh,15585.77
400,9,TdTs,15565.17
1000,9,QcAc,15560.51
1000,6,8sTs,15559.23
600,6,KhAs,15552.8
600,9,QdQs,15510.65
1000,6,KsTh,15507.95
600,6,QhAs,15502.99
1000,6,ThQh,15461.55
25,6,AsAc,15450.4
400,6,3c3h,15434.71
25,6,AhAc,15428.92
1000,9,6d6h,15408.5
1000,9,8c8h,15391.75
400,6,5s5d,15391.18
1000,6,AcQs,15318.51
600,6,5h5s,15312.88
400,6,AhQs,15279.34
1000,6,TsQc,15278.86
1000,6,3s3h,15238.83
400,6,KcTc,15233.14
1000,6,9cJc,15193.71
1000,9,QhQc,15184.73
400,6,KcAh,15179.98
400,6,JsAs,15163.22
200,6,TcTh,15161.58
600,6,KdQd,15154.99
600,6,AcQs,15110.01
600,6,AdKs,15106.27
200,9,AhAs,15102.06
400,6,AdQc,15100.02
600,6,AdQc,15094.71
400,6,KhAc,15089.67
400,6,4d4s,15082.27
600,9,JcJs,15070.95
400,6,AcQh,15060.37
1000,6,8s6s,15054.72
600,6,6c6d,15051.62
1000,9,AhKc,15048.44
1000,6,3s3c,15047.87
600,6,6d6h,15042.19
1000,6,8cAc,15030.2
1000,6,As5s,15028.3
400,6,JhAh,15011.29
400,6,3c3s,14993.99
1000,6,QdAh,14984.55
1000,6,8sAs,14984.15
1000,9,KhAh,14960.9
400,6,AcQd,14959.19
400,6,QsAc,14942.75
400,6,JcAd,14938.89
1000,9,8d8c,14930.87
400,9,AsKs,14929.13
400,6,AdQd,14923.22
25,6,AdAs,14892.06
1000,6,KdQc,14869.1
200,9,AsAd,14861.33
25,6,AdAc,14849.28
1000,6,AdTs,14847.16
200,6,JdJh,14844.73
400,6,AhTh,14842.56
600,9,JdJs,14821.45
1000,6,9d9c,14807.35
1000,6,8s7s,14806.79
1000,6,KdAc,14805.98
400,6,8h8s,14796.71
600,9,QsQc,14771.85
600,6,Jh9h,14763.85
600,6,AdTd,14762.6
400,6,5d6d,14752.07
400,6,KcQc,14727.58
1000,6,KdQs,14727.23
1000,6,8cTc,14701.27
1000,9,QsKc,14698.95
400,9,TsTd,14654.71
400,6,KsQs,14651.18
1000,6,Jc8c,14650.57
400,6,JdAc,14632.38
200,9,AcAd,14627.42
1000,9,JdKs,14620.72
400,6,5c5h,14613.74
1000,6,Ad3d,14612.68
1000,6,KsAh,14606.25
1000,6,9c8c,14599.35
1000,6,Th8h,14593.32
1000,6,QsJh,14578.05
1000,9,TcTh,14572.53
1000,6,Kc7c,14567.95
400,9,JdJs,14547.83
1000,6,Qd8d,14538.0
400,9,9h9d,14534.51
1000,6,JhQd,14523.7
600,6,4h4d,14514.4
1000,9,9d9c,14496.64
600,6,JhKh,14482.86
400,6,2c2h,14481.15
1000,9,9d9h,14468.14
600,6,5s5c,14467.84
600,6,TdAd,14459.73
400,6,AcQs,14458.2
200,6,JcJs,14455.02
400,6,JdKd,14454.05
1000,6,QhAs,14449.33
1000,6,4h4s,14415.81
600,6,6s6d,14398.72
400,6,KcAs,14377.36
600,6,3d3c,14371.05
1000,6,Qs9s,14367.63
600,6,7h7s,14365.0
1000,6,5d6d,14354.03
400,6,QhAh,14348.93
600,6,9h9s,14346.87
1000,6,AcTd,14343.4
400,9,KsAs,14340.54
1000,6,2sAs,14332.3
1000,6,QcAd,14317.3
1000,6,QhKd,14297.0
400,6,4d4h,14267.95
25,6,AcAh,14255.44
25,6,AsAd,14254.53
400,6,QhJh,14221.89
1000,6,KsJh,14214.97
1000,6,AdJh,14198.67
400,6,KhTh,14197.51
1000,6,JhKc,14196.87
1000,9,KcAd,14182.54
1000,6,JcKd,14145.53
25,6,AhAs,14133.74
1000,6,4hAh,14131.75
1000,6,QdKc,14123.31
1000,6,Qc9c,14115.7
400,9,TsTh,14104.18
1000,6,ThKh,14100.32
600,6,AsKc,14091.54
1000,6,2c2d,14071.39
25,6,AcAs,14070.42
600,6,Td9d,14059.67
1000,9,KsAh,14059.61
400,9,KhAd,14046.78
600,9,TcTd,14042.92
200,6,9d9c,14018.9
400,6,3h3c,14000.1
25,6,AhAd,13988.72
1000,6,7c9c,13984.32
200,9,AdAs,13982.58
25,6,AsAh,13981.27
600,9,JhJc,13969.51
1000,6,6sAs,13959.76
400,9,TcTh,13957.94
600,9,QcQs,13956.3
400,9,JcJs,13944.46
400,6,AsQd,13938.51
600,6,5d5s,13927.84
400,9,6d6c,13909.48
1000,6,Qs8s,13869.02
1000,9,9c9h,13861.61
1000,6,6h8h,13860.95
600,6,6h6c,13858.32
600,6,QsTs,13850.54
1000,6,AhJd,13838.25
600,9,JsJh,13837.1
400,6,7h8h,13814.54
1000,6,Jh8h,13809.72
600,9,8h8c,13796.25
600,6,AcTc,13792.36
1000,6,JsQs,13783.66
600,6,5dAd,13783.57
400,6,Ac8c,13775.66
1000,9,9h9d,13764.56
1000,6,8d6d,13760.35
1000,9,8d9d,13748.4
1000,6,7s7h,13737.06
1000,6,QsTc,13736.79
400,6,Ad3d,13721.83
1000,6,QsKs,13704.64
400,6,3d3s,13685.12
400,9,KcAc,13684.91
400,9,QdQs,13684.76
1000,9,4d4s,13676.21
600,6,JdQd,13676.21
400,9,TdTh,13664.46
600,9,9h9c,13653.24
400,6,AhTs,13622.48
400,6,5c5d,13557.38
